settlement_id,bank_transaction_id,settlement_amount,bank_amount,amount_difference,amount_difference_pct,relative_amount_difference,date_difference_days,utr_match,utr_missing,utr_similarity,rrn_exact,rrn_similarity,order_id_exact,settlement_id_exact,gateway_ref_exact,auth_code_exact,customer_name_similarity,vpa_similarity,narration_similarity,currency_match,same_direction,status_compatible,candidate_count,split_candidate,fee_adjusted_difference,expected_settlement_date_gap,duplicate_risk,is_digit_transposition,label,source_type_SETTLEMENT,channel_BANK_TRANSFER
PGREF935466,UTR215256385481,20441.83,6873.25,13568.58,0.663765,0.663765,5,0,0,0.3077,0,0.0,0,0,0,0,0.0,0.0,0.25,1,1,1,1,0,13568.58,5,0,0,0,1,1
PGREF935466,UTR550585953330,20441.83,176287.23,155845.4,7.623848,0.884042,0,0,0,0.2308,0,0.0,0,0,0,0,0.0,0.0,0.1481,1,1,1,1,0,155845.4,0,0,0,0,1,1
PGREF799702,UTR218242398173,26244.9,27519.04,1274.14,0.048548,0.0463,3,0,0,0.1538,0,0.0,0,0,0,0,0.0,0.0,0.2727,1,1,1,1,0,1274.14,3,0,0,0,1,1
PGREF799702,UTR828067113431,26244.9,20902.0,5342.9,0.203579,0.203579,9,0,0,0.1538,0,0.0,0,0,0,0,0.0,0.0,0.2609,1,1,1,1,0,5342.9,9,0,0,0,1,1
PGREF799702,UTR112790183691,26244.9,2354.87,23890.03,0.910273,0.910273,19,0,0,0.3077,0,0.0,0,0,0,0,0.0,0.0,0.1905,1,1,1,1,0,23890.03,19,0,0,0,1,1
PGREF799702,UTR164339399508,26244.9,46728.71,20483.81,0.780487,0.438356,5,0,0,0.3077,0,0.0,0,0,0,0,0.0,0.0,0.1905,1,1,1,1,0,20483.81,5,0,0,0,1,1
PGREF799702,UTR897413148929,26244.9,30980.83,4735.93,0.180451,0.152866,10,0,0,0.3077,0,0.0,0,0,0,0,0.0,0.0,0.2727,1,1,1,1,0,4735.93,10,0,0,0,1,1
PGREF799702,UTR251113786540,26244.9,35331.52,9086.62,0.346224,0.257182,19,0,0,0.2308,0,0.0,0,0,0,0,0.0,0.0,0.1739,1,1,1,1,0,9086.62,19,0,0,0,1,1
PGREF799702,UTR668163047993,26244.9,-8685.7,34930.6,1.330948,1.330948,5,0,0,0.3077,0,0.0,0,0,0,0,0.0,0.0,0.2222,1,1,1,1,0,34930.6,5,0,0,0,1,1
PGREF799702,UTR398235977635,26244.9,41432.97,15188.07,0.578706,0.36657,1,0,0,0.3077,0,0.0,0,0,0,0,0.0,0.0,0.1739,1,1,1,1,0,15188.07,1,0,0,0,1,1
PGREF799702,UTR467567156492,26244.9,140842.09,114597.19,4.366456,0.813657,17,0,0,0.3077,0,0.0,0,0,0,0,0.0,0.0,0.1481,1,1,1,1,0,114597.19,17,0,0,0,1,1
PGREF799702,UTR301320421069,26244.9,13333.83,12911.07,0.491946,0.491946,4,0,0,0.1538,0,0.0,0,0,0,0,0.0,0.0,0.0909,1,1,1,1,0,12911.07,4,0,0,0,1,1
PGREF799702,UTR524971960828,26244.9,1484.92,24759.98,0.943421,0.943421,23,0,0,0.3846,0,0.0,0,0,0,0,0.0,0.0,0.25,1,1,1,1,0,24759.98,23,0,0,0,1,1
PGREF799702,UTR215256385481,26244.9,6873.25,19371.65,0.738111,0.738111,14,0,0,0.1538,0,0.0,0,0,0,0,0.0,0.0,0.25,1,1,1,1,0,19371.65,14,0,0,0,1,1
PGREF799702,UTR550585953330,26244.9,176287.23,150042.33,5.717009,0.851124,19,0,0,0.2308,0,0.0,0,0,0,0,0.0,0.0,0.1481,1,1,1,1,0,150042.33,19,0,0,0,1,1
PGREF883437,UTR218242398173,17496.6,27519.04,10022.44,0.572822,0.3642,3,0,0,0.3077,0,0.0,0,0,0,0,0.0,0.0,0.2727,1,1,1,1,0,10022.44,3,0,0,0,1,1
PGREF883437,UTR828067113431,17496.6,20902.0,3405.4,0.194632,0.162922,9,0,0,0.4615,0,0.0,0,0,0,0,0.0,0.0,0.2609,1,1,1,1,0,3405.4,9,0,0,0,1,1
PGREF883437,UTR112790183691,17496.6,2354.87,15141.73,0.86541,0.86541,19,0,0,0.2308,0,0.0,0,0,0,0,0.0,0.0,0.1905,1,1,1,1,0,15141.73,19,0,0,0,1,1
PGREF883437,UTR164339399508,17496.6,46728.71,29232.11,1.670731,0.625571,5,0,0,0.2308,0,0.0,0,0,0,0,0.0,0.0,0.1905,1,1,1,1,0,29232.11,5,0,0,0,1,1
PGREF883437,UTR897413148929,17496.6,30980.83,13484.23,0.770677,0.435244,10,0,0,0.2308,0,0.0,0,0,0,0,0.0,0.0,0.2727,1,1,1,1,0,13484.23,10,0,0,0,1,1
PGREF883437,UTR251113786540,17496.6,35331.52,17834.92,1.019336,0.504788,19,0,0,0.2308,0,0.0,0,0,0,0,0.0,0.0,0.1739,1,1,1,1,0,17834.92,19,0,0,0,1,1
PGREF883437,UTR668163047993,17496.6,-8685.7,26182.3,1.496422,1.496422,5,0,0,0.3846,0,0.0,0,0,0,0,0.0,0.0,0.2222,1,1,1,1,0,26182.3,5,0,0,0,1,1
PGREF883437,UTR398235977635,17496.6,41432.97,23936.37,1.368058,0.577713,1,0,0,0.3077,0,0.0,0,0,0,0,0.0,0.0,0.1739,1,1,1,1,0,23936.37,1,0,0,0,1,1
PGREF883437,UTR467567156492,17496.6,140842.09,123345.49,7.049683,0.875772,17,0,0,0.2308,0,0.0,0,0,0,0,0.0,0.0,0.1481,1,1,1,1,0,123345.49,17,0,0,0,1,1
PGREF883437,UTR301320421069,17496.6,13333.83,4162.77,0.237919,0.237919,4,0,0,0.2308,0,0.0,0,0,0,0,0.0,0.0,0.0909,1,1,1,1,0,4162.77,4,0,0,0,1,1
PGREF883437,UTR524971960828,17496.6,1484.92,16011.68,0.915131,0.915131,23,0,0,0.2308,0,0.0,0,0,0,0,0.0,0.0,0.25,1,1,1,1,0,16011.68,23,0,0,0,1,1
PGREF883437,UTR215256385481,17496.6,6873.25,10623.35,0.607167,0.607167,14,0,0,0.2308,0,0.0,0,0,0,0,0.0,0.0,0.25,1,1,1,1,0,10623.35,14,0,0,0,1,1
PGREF883437,UTR550585953330,17496.6,176287.23,158790.63,9.075514,0.900749,19,0,0,0.3077,0,0.0,0,0,0,0,0.0,0.0,0.1481,1,1,1,1,0,158790.63,19,0,0,0,1,1
PGREF376856,UTR218242398173,16483.74,27519.04,11035.3,0.669466,0.401006,25,0,0,0.2308,0,0.0,0,0,0,0,0.0,0.0,0.2727,1,1,1,1,0,11035.3,25,0,0,0,1,1
PGREF376856,UTR828067113431,16483.74,20902.0,4418.26,0.268037,0.21138,37,0,0,0.1538,0,0.0,0,0,0,0,0.0,0.0,0.2609,1,1,1,1,0,4418.26,37,0,0,0,1,1
PGREF376856,UTR112790183691,16483.74,2354.87,14128.87,0.85714,0.85714,9,0,0,0.2308,0,0.0,0,0,0,0,0.0,0.0,0.1905,1,1,1,1,0,14128.87,9,0,0,0,1,1
PGREF376856,UTR164339399508,16483.74,46728.71,30244.97,1.834837,0.647246,23,0,0,0.2308,0,0.0,0,0,0,0,0.0,0.0,0.1905,1,1,1,1,0,30244.97,23,0,0,0,1,1
PGREF376856,UTR897413148929,16483.74,30980.83,14497.09,0.879478,0.467937,38,0,0,0.2308,0,0.0,0,0,0,0,0.0,0.0,0.2727,1,1,1,1,0,14497.09,38,0,0,0,1,1
PGREF376856,UTR251113786540,16483.74,35331.52,18847.78,1.143416,0.533455,9,0,0,0.3846,0,0.0,0,0,0,0,0.0,0.0,0.1739,1,1,1,1,0,18847.78,9,0,0,0,1,1
PGREF376856,UTR668163047993,16483.74,-8685.7,25169.44,1.526925,1.526925,23,0,0,0.3077,0,0.0,0,0,0,0,0.0,0.0,0.2222,1,1,1,1,0,25169.44,23,0,0,0,1,1
PGREF376856,UTR398235977635,16483.74,41432.97,24949.23,1.513566,0.602159,27,0,0,0.3846,0,0.0,0,0,0,0,0.0,0.0,0.1739,1,1,1,1,0,24949.23,27,0,0,0,1,1
PGREF376856,UTR467567156492,16483.74,140842.09,124358.35,7.544304,0.882963,11,0,0,0.3077,0,0.0,0,0,0,0,0.0,0.0,0.1481,1,1,1,1,0,124358.35,11,0,0,0,1,1
PGREF376856,UTR301320421069,16483.74,13333.83,3149.91,0.191092,0.191092,32,0,0,0.2308,0,0.0,0,0,0,0,0.0,0.0,0.0909,1,1,1,1,0,3149.91,32,0,0,0,1,1
PGREF376856,UTR524971960828,16483.74,1484.92,14998.82,0.909916,0.909916,5,0,0,0.3077,0,0.0,0,0,0,0,0.0,0.0,0.25,1,1,1,1,0,14998.82,5,0,0,0,1,1
PGREF376856,UTR215256385481,16483.74,6873.25,9610.49,0.583028,0.583028,14,0,0,0.3077,0,0.0,0,0,0,0,0.0,0.0,0.25,1,1,1,1,0,9610.49,14,0,0,0,1,1
PGREF376856,UTR550585953330,16483.74,176287.23,159803.49,9.694614,0.906495,9,0,0,0.2308,0,0.0,0,0,0,0,0.0,0.0,0.1481,1,1,1,1,0,159803.49,9,0,0,0,1,1
PGREF402225,UTR218242398173,35723.32,27519.04,8204.28,0.229662,0.229662,23,0,0,0.2308,0,0.0,0,0,0,0,0.0,0.0,0.2727,1,1,1,1,0,8204.28,23,0,0,0,1,1
PGREF402225,UTR828067113431,35723.32,20902.0,14821.32,0.414892,0.414892,35,0,0,0.1538,0,0.0,0,0,0,0,0.0,0.0,0.2609,1,1,1,1,0,14821.32,35,0,0,0,1,1
PGREF402225,UTR112790183691,35723.32,2354.87,33368.45,0.93408,0.93408,7,0,0,0.1538,0,0.0,0,0,0,0,0.0,0.0,0.1905,1,1,1,1,0,33368.45,7,0,0,0,1,1
PGREF402225,UTR164339399508,35723.32,46728.71,11005.39,0.308073,0.235517,21,0,0,0.2308,0,0.0,0,0,0,0,0.0,0.0,0.1905,1,1,1,1,0,11005.39,21,0,0,0,1,1
PGREF402225,UTR897413148929,35723.32,30980.83,4742.49,0.132756,0.132756,36,0,0,0.2308,0,0.0,0,0,0,0,0.0,0.0,0.2727,1,1,1,1,0,4742.49,36,0,0,0,1,1
PGREF402225,UTR251113786540,35723.32,35331.52,391.8,0.010968,0.010968,7,0,0,0.2308,0,0.0,0,0,0,0,0.0,0.0,0.1739,1,1,1,1,0,391.8,7,0,0,0,1,1
PGREF402225,UTR668163047993,35723.32,-8685.7,44409.02,1.243138,1.243138,21,0,0,0.1538,0,0.0,0,0,0,0,0.0,0.0,0.2222,1,1,1,1,0,44409.02,21,0,0,0,1,1
PGREF402225,UTR398235977635,35723.32,41432.97,5709.65,0.15983,0.137805,25,0,0,0.2308,0,0.0,0,0,0,0,0.0,0.0,0.1739,1,1,1,1,0,5709.65,25,0,0,0,1,1
PGREF402225,UTR467567156492,35723.32,140842.09,105118.77,2.942581,0.746359,9,0,0,0.2308,0,0.0,0,0,0,0,0.0,0.0,0.1481,1,1,1,1,0,105118.77,9,0,0,0,1,1
PGREF402225,UTR301320421069,35723.32,13333.83,22389.49,0.626747,0.626747,30,0,0,0.2308,0,0.0,0,0,0,0,0.0,0.0,0.0909,1,1,1,1,0,22389.49,30,0,0,0,1,1
PGREF402225,UTR524971960828,35723.32,1484.92,34238.4,0.958433,0.958433,3,0,0,0.3077,0,0.0,0,0,0,0,0.0,0.0,0.25,1,1,1,1,0,34238.4,3,0,0,0,1,1
PGREF402225,UTR215256385481,35723.32,6873.25,28850.07,0.807598,0.807598,12,0,0,0.3077,0,0.0,0,0,0,0,0.0,0.0,0.25,1,1,1,1,0,28850.07,12,0,0,0,1,1
PGREF402225,UTR550585953330,35723.32,176287.23,140563.91,3.934794,0.797357,7,0,0,0.2308,0,0.0,0,0,0,0,0.0,0.0,0.1481,1,1,1,1,0,140563.91,7,0,0,0,1,1
PGREF225158,UTR218242398173,17665.8,27519.04,9853.24,0.557758,0.358052,10,0,0,0.3077,0,0.0,0,0,0,0,0.0,0.0,0.2727,1,1,1,1,0,9853.24,10,0,0,0,1,1
PGREF225158,UTR828067113431,17665.8,20902.0,3236.2,0.18319,0.154827,2,0,0,0.2308,0,0.0,0,0,0,0,0.0,0.0,0.2609,1,1,1,1,0,3236.2,2,0,0,0,1,1
PGREF225158,UTR112790183691,17665.8,2354.87,15310.93,0.866699,0.866699,26,0,0,0.3077,0,0.0,0,0,0,0,0.0,0.0,0.1905,1,1,1,1,0,15310.93,26,0,0,0,1,1
PGREF225158,UTR164339399508,17665.8,46728.71,29062.91,1.645151,0.62195,12,0,0,0.2308,0,0.0,0,0,0,0,0.0,0.0,0.1905,1,1,1,1,0,29062.91,12,0,0,0,1,1
PGREF225158,UTR897413148929,17665.8,30980.83,13315.03,0.753718,0.429783,3,0,0,0.1538,0,0.0,0,0,0,0,0.0,0.0,0.2727,1,1,1,1,0,13315.03,3,0,0,0,1,1
PGREF225158,UTR251113786540,17665.8,35331.52,17665.72,0.999995,0.499999,26,0,0,0.3846,0,0.0,0,0,0,0,0.0,0.0,0.1739,1,1,1,1,0,17665.72,26,0,0,0,1,1
PGREF225158,UTR668163047993,17665.8,-8685.7,26351.5,1.491668,1.491668,12,0,0,0.1538,0,0.0,0,0,0,0,0.0,0.0,0.2222,1,1,1,1,0,26351.5,12,0,0,0,1,1
PGREF225158,UTR398235977635,17665.8,41432.97,23767.17,1.345378,0.573629,8,0,0,0.3077,0,0.0,0,0,0,0,0.0,0.0,0.1739,1,1,1,1,0,23767.17,8,0,0,0,1,1
PGREF225158,UTR467567156492,17665.8,140842.09,123176.29,6.972585,0.87457,24,0,0,0.3077,0,0.0,0,0,0,0,0.0,0.0,0.1481,1,1,1,1,0,123176.29,24,0,0,0,1,1
PGREF225158,UTR301320421069,17665.8,13333.83,4331.97,0.245218,0.245218,3,0,0,0.3077,0,0.0,0,0,0,0,0.0,0.0,0.0909,1,1,1,1,0,4331.97,3,0,0,0,1,1
PGREF225158,UTR524971960828,17665.8,1484.92,16180.88,0.915944,0.915944,30,0,0,0.3077,0,0.0,0,0,0,0,0.0,0.0,0.25,1,1,1,1,0,16180.88,30,0,0,0,1,1
PGREF225158,UTR215256385481,17665.8,6873.25,10792.55,0.610929,0.610929,21,0,0,0.3846,0,0.0,0,0,0,0,0.0,0.0,0.25,1,1,1,1,0,10792.55,21,0,0,0,1,1
PGREF225158,UTR550585953330,17665.8,176287.23,158621.43,8.979012,0.89979,26,0,0,0.3077,0,0.0,0,0,0,0,0.0,0.0,0.1481,1,1,1,1,0,158621.43,26,0,0,0,1,1
PGREF865458,UTR218242398173,38250.13,27519.04,10731.09,0.28055,0.28055,8,0,0,0.3077,0,0.0,0,0,0,0,0.0,0.0,0.2727,1,1,1,1,0,10731.09,8,0,0,0,1,1
PGREF865458,UTR828067113431,38250.13,20902.0,17348.13,0.453544,0.453544,4,0,0,0.3077,0,0.0,0,0,0,0,0.0,0.0,0.2609,1,1,1,1,0,17348.13,4,0,0,0,1,1
PGREF865458,UTR112790183691,38250.13,2354.87,35895.26,0.938435,0.938435,24,0,0,0.2308,0,0.0,0,0,0,0,0.0,0.0,0.1905,1,1,1,1,0,35895.26,24,0,0,0,1,1
PGREF865458,UTR164339399508,38250.13,46728.71,8478.58,0.221661,0.181443,10,0,0,0.1538,0,0.0,0,0,0,0,0.0,0.0,0.1905,1,1,1,1,0,8478.58,10,0,0,0,1,1
PGREF865458,UTR897413148929,38250.13,30980.83,7269.3,0.190046,0.190046,5,0,0,0.3077,0,0.0,0,0,0,0,0.0,0.0,0.2727,1,1,1,1,0,7269.3,5,0,0,0,1,1
PGREF865458,UTR251113786540,38250.13,35331.52,2918.61,0.076303,0.076303,24,0,0,0.3846,0,0.0,0,0,0,0,0.0,0.0,0.1739,1,1,1,1,0,2918.61,24,0,0,0,1,1
PGREF865458,UTR668163047993,38250.13,-8685.7,46935.83,1.227076,1.227076,10,0,0,0.3077,0,0.0,0,0,0,0,0.0,0.0,0.2222,1,1,1,1,0,46935.83,10,0,0,0,1,1
PGREF865458,UTR398235977635,38250.13,41432.97,3182.84,0.083211,0.076819,6,0,0,0.3077,0,0.0,0,0,0,0,0.0,0.0,0.1739,1,1,1,1,0,3182.84,6,0,0,0,1,1
PGREF865458,UTR467567156492,38250.13,140842.09,102591.96,2.682134,0.728418,22,0,0,0.3077,0,0.0,0,0,0,0,0.0,0.0,0.1481,1,1,1,1,0,102591.96,22,0,0,0,1,1
PGREF865458,UTR301320421069,38250.13,13333.83,24916.3,0.651404,0.651404,1,0,0,0.1538,0,0.0,0,0,0,0,0.0,0.0,0.0909,1,1,1,1,0,24916.3,1,0,0,0,1,1
PGREF865458,UTR524971960828,38250.13,1484.92,36765.21,0.961179,0.961179,28,0,0,0.2308,0,0.0,0,0,0,0,0.0,0.0,0.25,1,1,1,1,0,36765.21,28,0,0,0,1,1
PGREF865458,UTR215256385481,38250.13,6873.25,31376.88,0.820308,0.820308,19,0,0,0.3846,0,0.0,0,0,0,0,0.0,0.0,0.25,1,1,1,1,0,31376.88,19,0,0,0,1,1
PGREF865458,UTR550585953330,38250.13,176287.23,138037.1,3.608801,0.783024,24,0,0,0.3077,0,0.0,0,0,0,0,0.0,0.0,0.1481,1,1,1,1,0,138037.1,24,0,0,0,1,1
UPI2026076279433331,UTR218242398173,14278.95,27519.04,13240.09,0.927245,0.481125,24,0,0,0.1379,0,0.0,0,0,0,0,0.0,0.0,0.1622,1,1,1,1,0,13240.09,24,0,0,0,1,1
UPI2026076279433331,UTR828067113431,14278.95,20902.0,6623.05,0.463833,0.316862,36,0,0,0.2759,0,0.0,0,0,0,0,0.0,0.0,0.3158,1,1,1,1,0,6623.05,36,0,0,0,1,1
UPI2026076279433331,UTR112790183691,14278.95,2354.87,11924.08,0.835081,0.835081,8,0,0,0.2759,0,0.0,0,0,0,0,0.0,0.0,0.1667,1,1,1,1,0,11924.08,8,0,0,0,1,1
UPI2026076279433331,UTR164339399508,14278.95,46728.71,32449.76,2.272559,0.694429,22,0,0,0.3448,0,0.0,0,0,0,0,0.0,0.0,0.1667,1,1,1,1,0,32449.76,22,0,0,0,1,1
UPI2026076279433331,UTR897413148929,14278.95,30980.83,16701.88,1.169685,0.539104,37,0,0,0.2759,0,0.0,0,0,0,0,0.0,0.0,0.2703,1,1,1,1,0,16701.88,37,0,0,0,1,1
UPI2026076279433331,UTR251113786540,14278.95,35331.52,21052.57,1.474378,0.595858,8,0,0,0.2759,0,0.0,0,0,0,0,0.0,0.0,0.1053,1,1,1,1,0,21052.57,8,0,0,0,1,1
UPI2026076279433331,UTR668163047993,14278.95,-8685.7,22964.65,1.608287,1.608287,22,0,0,0.2759,0,0.0,0,0,0,0,0.0,0.0,0.2424,1,1,1,1,0,22964.65,22,0,0,0,1,1
UPI2026076279433331,UTR398235977635,14278.95,41432.97,27154.02,1.901682,0.655372,26,0,0,0.2759,0,0.0,0,0,0,0,0.0,0.0,0.2105,1,1,1,1,0,27154.02,26,0,0,0,1,1
UPI2026076279433331,UTR467567156492,14278.95,140842.09,126563.14,8.863617,0.898617,10,0,0,0.069,0,0.0,0,0,0,0,0.0,0.0,0.1905,1,1,1,1,0,126563.14,10,0,0,0,1,1
UPI2026076279433331,UTR301320421069,14278.95,13333.83,945.12,0.06619,0.06619,31,0,0,0.2759,0,0.0,0,0,0,0,0.0,0.0,0.2703,1,1,1,1,0,945.12,31,0,0,0,1,1
UPI2026076279433331,UTR524971960828,14278.95,1484.92,12794.03,0.896006,0.896006,4,0,0,0.3448,0,0.0,0,0,0,0,0.0,0.0,0.3077,1,1,1,1,0,12794.03,4,0,0,0,1,1
UPI2026076279433331,UTR215256385481,14278.95,6873.25,7405.7,0.518645,0.518645,13,0,0,0.3448,0,0.0,0,0,0,0,0.0,0.0,0.2051,1,1,1,1,0,7405.7,13,0,0,0,1,1
UPI2026076279433331,UTR550585953330,14278.95,176287.23,162008.28,11.345952,0.919002,8,0,0,0.2759,0,0.0,0,0,0,0,0.0,0.0,0.1905,1,1,1,1,0,162008.28,8,0,0,0,1,1
UPI2026079636537404,UTR218242398173,3202.59,27519.04,24316.45,7.592745,0.883623,1,0,0,0.2759,0,0.0,0,0,0,0,0.0,0.0,0.129,1,1,1,1,0,24316.45,1,0,0,0,1,1
UPI2026079636537404,UTR828067113431,3202.59,20902.0,17699.41,5.526593,0.846781,13,0,0,0.3448,0,0.0,0,0,0,0,0.0,0.0,0.1875,1,1,1,1,0,17699.41,13,0,0,0,1,1
UPI2026079636537404,UTR112790183691,3202.59,2354.87,847.72,0.264698,0.264698,15,0,0,0.2069,0,0.0,0,0,0,0,0.0,0.0,0.0667,1,1,1,1,0,847.72,15,0,0,0,1,1
UPI2026079636537404,UTR164339399508,3202.59,46728.71,43526.12,13.590912,0.931464,1,0,0,0.069,0,0.0,0,0,0,0,0.0,0.0,0.2,1,1,1,1,0,43526.12,1,0,0,0,1,1
UPI2026079636537404,UTR897413148929,3202.59,30980.83,27778.24,8.67368,0.896627,14,0,0,0.2759,0,0.0,0,0,0,0,0.0,0.0,0.2581,1,1,1,1,0,27778.24,14,0,0,0,1,1
UPI2026079636537404,UTR251113786540,3202.59,35331.52,32128.93,10.032171,0.909356,15,0,0,0.2759,0,0.0,0,0,0,0,0.0,0.0,0.125,1,1,1,1,0,32128.93,15,0,0,0,1,1
UPI2026079636537404,UTR668163047993,3202.59,-8685.7,11888.29,3.712086,1.36872,1,0,0,0.3448,0,0.0,0,0,0,0,0.0,0.0,0.2963,1,1,1,1,0,11888.29,1,0,0,0,1,1
UPI2026079636537404,UTR398235977635,3202.59,41432.97,38230.38,11.937332,0.922704,3,0,0,0.3448,0,0.0,0,0,0,0,0.0,0.0,0.3125,1,1,1,1,0,38230.38,3,0,0,0,1,1
UPI2026079636537404,UTR467567156492,3202.59,140842.09,137639.5,42.977559,0.977261,13,0,0,0.2759,0,0.0,0,0,0,0,0.0,0.0,0.2222,1,1,1,1,0,137639.5,13,0,0,0,1,1
UPI2026079636537404,UTR301320421069,3202.59,13333.83,10131.24,3.163452,0.759815,8,0,0,0.2759,0,0.0,0,0,0,0,0.0,0.0,0.1935,1,1,1,1,0,10131.24,8,0,0,0,1,1
UPI2026079636537404,UTR524971960828,3202.59,1484.92,1717.67,0.536338,0.536338,19,0,0,0.2069,0,0.0,0,0,0,0,0.0,0.0,0.2424,1,1,1,1,0,1717.67,19,0,0,0,1,1
UPI2026079636537404,UTR215256385481,3202.59,6873.25,3670.66,1.146154,0.53405,10,0,0,0.1379,0,0.0,0,0,0,0,0.0,0.0,0.3636,1,1,1,1,0,3670.66,10,0,0,0,1,1
UPI2026079636537404,UTR550585953330,3202.59,176287.23,173084.64,54.045207,0.981833,15,0,0,0.2069,0,0.0,0,0,0,0,0.0,0.0,0.2222,1,1,1,1,0,173084.64,15,0,0,0,1,1
UPI2026078827343191,UTR218242398173,43942.76,27519.04,16423.72,0.373753,0.373753,4,0,0,0.4138,0,0.0,0,0,0,0,0.0,0.0,0.3125,1,1,1,1,0,16423.72,4,0,0,0,1,1
UPI2026078827343191,UTR828067113431,43942.76,20902.0,23040.76,0.524336,0.524336,8,0,0,0.2069,0,0.0,0,0,0,0,0.0,0.0,0.1212,1,1,1,1,0,23040.76,8,0,0,0,1,1
UPI2026078827343191,UTR112790183691,43942.76,2354.87,41587.89,0.946411,0.946411,20,0,0,0.2069,0,0.0,0,0,0,0,0.0,0.0,0.2581,1,1,1,1,0,41587.89,20,0,0,0,1,1
UPI2026078827343191,UTR164339399508,43942.76,46728.71,2785.95,0.0634,0.05962,6,0,0,0.3448,0,0.0,0,0,0,0,0.0,0.0,0.129,1,1,1,1,0,2785.95,6,0,0,0,1,1
UPI2026078827343191,UTR897413148929,43942.76,30980.83,12961.93,0.294973,0.294973,9,0,0,0.3448,0,0.0,0,0,0,0,0.0,0.0,0.1875,1,1,1,1,0,12961.93,9,0,0,0,1,1
UPI2026078827343191,UTR251113786540,43942.76,35331.52,8611.24,0.195965,0.195965,20,0,0,0.2069,0,0.0,0,0,0,0,0.0,0.0,0.2424,1,1,1,1,0,8611.24,20,0,0,0,1,1
UPI2026078827343191,UTR668163047993,43942.76,-8685.7,52628.46,1.197659,1.197659,6,0,0,0.3448,0,0.0,0,0,0,0,0.0,0.0,0.2143,1,1,1,1,0,52628.46,6,0,0,0,1,1
UPI2026078827343191,UTR398235977635,43942.76,41432.97,2509.79,0.057115,0.057115,2,0,0,0.3448,0,0.0,0,0,0,0,0.0,0.0,0.1212,1,1,1,1,0,2509.79,2,0,0,0,1,1
UPI2026078827343191,UTR467567156492,43942.76,140842.09,96899.33,2.205126,0.688,18,0,0,0.2759,0,0.0,0,0,0,0,0.0,0.0,0.1622,1,1,1,1,0,96899.33,18,0,0,0,1,1
UPI2026078827343191,UTR301320421069,43942.76,13333.83,30608.93,0.696564,0.696564,3,0,0,0.3448,0,0.0,0,0,0,0,0.0,0.0,0.0625,1,1,1,1,0,30608.93,3,0,0,0,1,1
UPI2026078827343191,UTR524971960828,43942.76,1484.92,42457.84,0.966208,0.966208,24,0,0,0.1379,0,0.0,0,0,0,0,0.0,0.0,0.1176,1,1,1,1,0,42457.84,24,0,0,0,1,1
UPI2026078827343191,UTR215256385481,43942.76,6873.25,37069.51,0.843586,0.843586,15,0,0,0.2759,0,0.0,0,0,0,0,0.0,0.0,0.1176,1,1,1,1,0,37069.51,15,0,0,0,1,1
UPI2026078827343191,UTR550585953330,43942.76,176287.23,132344.47,3.011747,0.750732,20,0,0,0.3448,0,0.0,0,0,0,0,0.0,0.0,0.1622,1,1,1,1,0,132344.47,20,0,0,0,1,1
UPI2026076129680225,UTR218242398173,4984.45,27519.04,22534.59,4.520978,0.818873,10,0,0,0.3448,0,0.0,0,0,0,0,0.0,0.0,0.1111,1,1,1,1,0,22534.59,10,0,0,0,1,1
UPI2026076129680225,UTR828067113431,4984.45,20902.0,15917.55,3.193442,0.761532,22,0,0,0.2069,0,0.0,0,0,0,0,0.0,0.0,0.1622,1,1,1,1,0,15917.55,22,0,0,0,1,1
UPI2026076129680225,UTR112790183691,4984.45,2354.87,2629.58,0.527557,0.527557,6,0,0,0.3448,0,0.0,0,0,0,0,0.0,0.0,0.1143,1,1,1,1,0,2629.58,6,0,0,0,1,1
UPI2026076129680225,UTR164339399508,4984.45,46728.71,41744.26,8.374898,0.893332,8,0,0,0.2069,0,0.0,0,0,0,0,0.0,0.0,0.1143,1,1,1,1,0,41744.26,8,0,0,0,1,1
UPI2026076129680225,UTR897413148929,4984.45,30980.83,25996.38,5.215496,0.839112,23,0,0,0.2069,0,0.0,0,0,0,0,0.0,0.0,0.1667,1,1,1,1,0,25996.38,23,0,0,0,1,1
UPI2026076129680225,UTR251113786540,4984.45,35331.52,30347.07,6.088349,0.858923,6,0,0,0.2759,0,0.0,0,0,0,0,0.0,0.0,0.2703,1,1,1,1,0,30347.07,6,0,0,0,1,1
UPI2026076129680225,UTR668163047993,4984.45,-8685.7,13670.15,2.742559,1.573869,8,0,0,0.2069,0,0.0,0,0,0,0,0.0,0.0,0.3125,1,1,1,1,0,13670.15,8,0,0,0,1,1
UPI2026076129680225,UTR398235977635,4984.45,41432.97,36448.52,7.312446,0.879698,12,0,0,0.1379,0,0.0,0,0,0,0,0.0,0.0,0.2703,1,1,1,1,0,36448.52,12,0,0,0,1,1
UPI2026076129680225,UTR467567156492,4984.45,140842.09,135857.64,27.256295,0.96461,4,0,0,0.2069,0,0.0,0,0,0,0,0.0,0.0,0.1951,1,1,1,1,0,135857.64,4,0,0,0,1,1
UPI2026076129680225,UTR301320421069,4984.45,13333.83,8349.38,1.675086,0.62618,17,0,0,0.1379,0,0.0,0,0,0,0,0.0,0.0,0.1667,1,1,1,1,0,8349.38,17,0,0,0,1,1
